"sigla_unidade_ensino","nome_unidade_ensino","dt_autorizacao","sigla_uf_unidade_ensino","nome_municipio_unidade_ensino"
"IFSP","Instituto Federal de São Paulo - Campus Campos do Jordão","04/03/2009 18:00:37","SP","Campos do Jordão"
"IFSP","Instituto Federal de São Paulo - Campus Capivari","23/11/2010 17:37:54","SP","Capivari"
"IFSP","Instituto Federal de São Paulo - Campus Caraguatatuba","04/03/2009 17:36:48","SP","Caraguatatuba"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS CARAPICUÍBA","10/02/2014 11:45:25","SP","Carapicuíba"
"IFSP","Instituto Federal de São Paulo - Campus Catanduva","13/08/2010 10:42:56","SP","Catanduva"
"IFSP","Instituto Federal de São Paulo - Campus Cubatão","03/03/2009 18:15:45","SP","Cubatão"
"IFSP","Instituto Federal de São Paulo - Campus Guarulhos","03/03/2009 18:36:35","SP","Guarulhos"
"IFSP","Instituto Federal de São Paulo - Campus Hortolândia","03/12/2010 16:43:49","SP","Hortolândia"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS ITAPECERICA DA SERRA","10/02/2014 11:49:06","SP","Itapecerica da Serra"
"IFSP","Instituto Federal de São Paulo - Campus Itapetininga","12/08/2010 17:48:21","SP","Itapetininga"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS ITAPEVA","10/02/2014 11:54:52","SP","Itapeva"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS ITAQUAQUECETUBA","10/02/2014 11:58:57","SP","Itaquaquecetuba"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS JACAREÍ","10/02/2014 12:02:26","SP","Jacareí"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS MARÍLIA","10/02/2014 12:09:39","SP","Marília"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS MATÃO","22/09/2010 13:44:28","SP","Matão"
"IFSP","Instituto Federal de São Paulo - Campus Piracicaba","13/08/2010 11:14:24","SP","Piracicaba"
"IFSP","Instituto Federal de São Paulo - Campus Presidente Epitácio","03/12/2010 16:52:55","SP","Presidente Epitácio"
"IFSP","Instituto Federal de São Paulo - Campus Registro","25/05/2012 12:45:21","SP","Registro"
"IFSP","Instituto Federal de São Paulo - Campus Salto","04/03/2009 17:51:04","SP","Salto"
"IFSP","Instituto Federal de São Paulo - Campus São Carlos","12/03/2009 09:02:19","SP","São Carlos"
"IFSP","Instituto Federal de São Paulo - Campus São João da Boa Vista","03/03/2009 19:45:54","SP","São João da Boa Vista"
"IFSP","Instituto Federal de São Paulo - Campus São José dos Campos","04/05/2012 18:21:24","SP","São José dos Campos"
"IFSP","Instituto Federal de São Paulo - Campus São Paulo","03/03/2009 12:10:35","SP","São Paulo"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS SÃO PAULO PIRITUBA","16/06/2015 16:04:45","SP","São Paulo"
"IFSP","Instituto Federal de São Paulo - Campus São Roque","04/03/2009 17:56:54","SP","São Roque"
"IFSP","Instituto Federal de São Paulo - Campus Sertãozinho","03/03/2009 18:25:16","SP","Sertãozinho"
"IFSP","INSTITUTO FEDERAL DE SÃO PAULO CAMPUS SOROCABA","04/02/2014 17:46:49","SP","Sorocaba"
"IFSP","Instituto Federal de São Paulo - Campus Suzano","13/08/2010 11:18:51","SP","Suzano"
"IFSP","Instituto Federal de São Paulo - Campus Votuporanga","13/08/2010 11:22:17","SP","Votuporanga"
"null","INSTITUTO FEDERAL DE SÃO PAULO - CENTRO DE REFERÊNCIA EM EDUCAÇÃO A DISTÂNCIA","18/07/2019 12:03:10","SP","São Paulo"
"IFS","Instituto Federal de Sergipe - Campus Aracaju","09/03/2009 11:15:00","SE","Aracaju"
"IFS","Instituto Federal de Sergipe - Campus Estância","16/03/2011 15:21:45","SE","Estância"
"IFS","Instituto Federal de Sergipe - Campus Itabaiana","16/03/2011 15:11:00","SE","Itabaiana"
"IFS","Instituto Federal de Sergipe - Campus Lagarto","12/05/2009 09:37:02","SE","Lagarto"
"IFS","Instituto Federal de Sergipe - Campus Nossa Senhora da Glória","18/03/2011 14:41:09","SE","Nossa Senhora da Glória"
"IFS","INSTITUTO FEDERAL DE SERGIPE CAMPUS NOSSA SENHORA DO SOCORRO","30/01/2014 11:18:25","SE","Aracaju"
"IFS","INSTITUTO FEDERAL DE SERGIPE CAMPUS POÇO REDONDO","27/03/2014 15:32:23","SE","Poço Redondo"
"IFS","INSTITUTO FEDERAL DE SERGIPE CAMPUS PROPRIÁ","30/01/2014 11:23:05","SE","Propriá"
"IFS","Instituto Federal de Sergipe - Campus São Cristóvão","12/05/2009 10:01:36","SE","São Cristóvão"
"IFS","INSTITUTO FEDERAL DE SERGIPE CAMPUS TOBIAS BARRETO","30/01/2014 11:28:32","SE","Tobias Barreto"
"IFS","INSTITUTO FEDERAL DE SERGIPE CENTRO DE REFERÊNCIA ARACAJÚ","13/06/2014 17:55:03","SE","Aracaju"
"IFAC","Instituto Federal do Acre - Campus Avançado Rio Branco Baixada do Sol","27/01/2014 20:25:49","AC","Rio Branco"
"IFAC","Instituto Federal do Acre - Campus Cruzeiro do Sul","24/11/2010 16:48:48","AC","Cruzeiro do Sul"
"IFAC","Instituto Federal do Acre - Campus Rio Branco","15/07/2010 10:40:46","AC","Rio Branco"
"IFAC","Instituto Federal do Acre - Campus Sena Madureira","24/11/2010 16:40:10","AC","Sena Madureira"
"IFAC","Instituto Federal do Acre - Campus Tarauacá","25/08/2014 18:48:28","AC","Tarauacá"
"null","INSTITUTO FEDERAL DO ACRE CAMPUS TARAUACÁ","27/08/2014 18:16:48","AC","Tarauacá"
"IFAC","Instituto Federal do Acre - Campus Xapuri","07/06/2011 09:41:27","AC","Xapuri"
"IFAP","INSTITUTO FEDERAL DO AMAPÁ - CAMPUS AVANÇADO OIAPOQUE","13/06/2016 16:46:49","AP","Oiapoque"
"IFAP","Instituto Federal do Amapá - Campus Laranjal do Jari","10/09/2010 14:40:12","AP","Laranjal do Jari"
"null","Instituto federal do AMAPÁ  CAMPUS MACAPÁ","05/03/2009 09:54:22","AP","Macapá"
"IFAP","Instituto Federal do Amapá - Campus Macapá","30/09/2010 17:50:11","AP","Macapá"
"IFAP","INSTITUTO FEDERAL DO AMAPÁ CAMPUS PORTO GRANDE","07/02/2014 10:21:07","AP","Porto Grande"
"IFAP","INSTITUTO FEDERAL DO AMAPÁ CAMPUS SANTANA","07/02/2014 10:43:31","AP","Santana"
"IFAP","INSTITUTO FEDERAL DO AMAPÁ CENTRO DE REFERÊNCIA PEDRA BRANCA DO AMAPARI","09/05/2014 09:43:25","AP","Pedra Branca do Amapari"
"IFAM","INSTITUTO FEDERAL DO AMAZONAS - Campus Avançado IRANDUBA","07/04/2015 11:10:58","AM","Iranduba"
"IFAM","INSTITUTO FEDERAL DO AMAZONAS CAMPUS AVANÇADO MANACAPURU","22/04/2014 13:19:34","AM","Manacapuru"
"null","INSTITUTO FEDERAL DO AMAZONAS CAMPUS AVANÇADO MANACAPURU","30/01/2014 12:50:12","AM","Manaus"
"IFAM","Instituto Federal do Amazonas - Campus Coari","05/03/2009 10:24:50","AM","Coari"
"IFAM","Instituto Federal do Amazonas - Campus Eirunepé","16/04/2014 08:51:23","AM","Eirunepé"
"null","INSTITUTO FEDERAL DO AMAZONAS CAMPUS EIRUNEPÉ","30/01/2014 12:54:02","AM","Manaus"
"IFAM","Instituto Federal do Amazonas - Campus Humaitá","04/02/2014 12:06:57","AM","Humaitá"
"IFAM","Instituto Federal do Amazonas - Campus Itacoatiara","16/04/2014 08:47:23","AM","Itacoatiara"
"null","INSTITUTO FEDERAL DO AMAZONAS CAMPUS ITACOATIARA","30/01/2014 12:58:03","AM","Manaus"
"IFAM","Instituto Federal do Amazonas - Campus Lábrea","01/06/2010 17:02:34","AM","Lábrea"
"IFAM","Instituto Federal do Amazonas - Campus Manaus Centro","05/03/2009 10:03:56","AM","Manaus"
"IFAM","Instituto Federal do Amazonas - Campus Manaus Distrito Industrial","05/03/2009 10:13:59","AM","Manaus"
"IFAM","Instituto Federal do Amazonas - Campus Manaus Zona Leste","05/03/2009 10:54:35","AM","Manaus"
"IFAM","Instituto Federal do Amazonas - Campus Maués","01/06/2010 17:41:16","AM","Maués"
"IFAM","Instituto Federal do Amazonas - Campus Parintins","08/06/2010 11:00:11","AM","Parintins"
"IFAM","Instituto Federal do Amazonas - Campus Presidente Figueiredo","08/06/2010 13:39:15","AM","Presidente Figueiredo"
"IFAM","Instituto Federal do Amazonas - Campus São Gabriel da Cachoeira","09/03/2009 16:00:30","AM","São Gabriel da Cachoeira"
"IFAM","Instituto Federal do Amazonas - Campus Tabatinga","08/06/2010 13:43:51","AM","Tabatinga"
"IFAM","Instituto Federal do Amazonas - Campus Tefé","16/04/2014 08:43:20","AM","Tefé"
"null","INSTITUTO FEDERAL DO AMAZONAS CAMPUS TEFÉ","30/01/2014 13:48:07","AM","Manaus"
"null","INSTITUTO FEDERAL DO CEARÁ - CAMPOS FORTALEZA","19/05/2009 17:03:38","CE","Fortaleza"
"null","INSTITUTO FEDERAL DO CEARÁ - CAMPOS JUAZEIRO DO NORTE","19/05/2009 17:17:53","CE","Juazeiro do Norte"
"null","INSTITUTO FEDERAL DO CEARÁ - CAMPOS MARACANAÚ","19/05/2009 17:14:32","CE","Maracanaú"
"IFCE","Instituto Federal do Ceará - Campus Acaraú","19/10/2010 15:16:44","CE","Acaraú"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS ACOPIARA","29/01/2014 16:32:06","CE","Acopiara"
"IFCE","Instituto Federal do Ceará - Campus Aracati","07/06/2011 10:15:00","CE","Aracati"
"null","INSTITUTO FEDERAL DO CEARÁ CAMPUS ARACATI","21/03/2011 12:18:43","CE","Aracati"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS AVANÇADO GUARAMIRANGA","06/06/2014 15:14:32","CE","Guaramiranga"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS AVANÇADO ICAPUÍ","10/06/2014 17:30:00","CE","Icapuí"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS AVANÇADO JAGUARUANA","06/06/2014 14:00:27","CE","Jaguaruana"
"IFCE","INSTITUTO FEDERAL DO CEARÁ - CAMPUS AVANÇADO PECÉM","01/03/2016 15:11:33","CE","Caucaia"
"null","INSTITUTO FEDERAL DO CEARÁ - CAMPUS AVANÇADO PECÉM inativo","10/11/2014 10:02:43","CE","Caucaia"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS AVANÇADO SANTA QUITÉRIA","06/06/2014 14:18:43","CE","Santa Quitéria"
"IFCE","Instituto Federal do Ceará - Campus Baturité","05/10/2010 17:23:17","CE","Baturité"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS BOA VIAGEM","29/01/2014 16:42:51","CE","Boa Viagem"
"IFCE","Instituto Federal do Ceará - Campus Camocim","07/06/2011 17:25:13","CE","Camocim"
"IFCE","Instituto Federal do Ceará - Campus Canindé","18/06/2010 15:56:59","CE","Canindé"
"IFCE","Instituto Federal do Ceará - Campus Caucaia","07/06/2011 17:33:30","CE","Caucaia"
"IFCE","Instituto Federal do Ceará - Campus Cedro","09/03/2009 16:08:23","CE","Cedro"
"IFCE","Instituto Federal do Ceará - Campus Crateús","19/10/2010 15:55:34","CE","Crateús"
"IFCE","Instituto Federal do Ceará - Campus Crato","09/03/2009 16:26:08","CE","Crato"
"IFCE","Instituto Federal do Ceará - Campus Fortaleza","09/03/2009 16:04:11","CE","Fortaleza"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS HORIZONTE","29/01/2014 16:49:58","CE","Horizonte"
"IFCE","Instituto Federal do Ceará - Campus Iguatu","09/03/2009 16:28:20","CE","Iguatu"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS ITAPIPOCA","29/01/2014 18:40:13","CE","Itapipoca"
"IFCE","Instituto Federal do Ceará - Campus Jaguaribe","21/03/2011 14:33:21","CE","Jaguaribe"
"IFCE","Instituto Federal do Ceará - Campus Juazeiro do Norte","09/03/2009 16:14:28","CE","Juazeiro do Norte"
"IFCE","Instituto Federal do Ceará - Campus Limoeiro do Norte","19/05/2009 17:24:26","CE","Limoeiro do Norte"
"IFCE","Instituto Federal do Ceará - Campus Maracanaú","09/03/2009 16:19:33","CE","Maracanaú"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS MARANGUAPE","29/01/2014 19:02:44","CE","Maranguape"
"IFCE","Instituto Federal do Ceará - Campus Morada Nova","07/06/2011 17:36:31","CE","Morada Nova"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CAMPUS PARACURU","29/01/2014 19:14:57","CE","Paracuru"
"IFCE","Instituto Federal do Ceará - Campus Quixadá","10/03/2009 09:32:49","CE","Quixadá"
"IFCE","Instituto Federal do Ceará - Campus Sobral","19/05/2009 17:11:32","CE","Sobral"
"IFCE","Instituto Federal do Ceará - Campus Tabuleiro do Norte","07/06/2011 17:43:35","CE","Tabuleiro do Norte"
"IFCE","Instituto Federal do Ceará - Campus Tauá","06/10/2010 11:07:01","CE","Tauá"
"IFCE","Instituto Federal do Ceará - Campus Tianguá","05/10/2010 17:36:26","CE","Tianguá"
"IFCE","Instituto Federal do Ceará - Campus Ubajara","07/06/2011 17:49:49","CE","Ubajara"
"IFCE","Instituto Federal do Ceará - Campus Umirim","24/10/2013 14:30:24","CE","Umirim"
"null","INSTITUTO FEDERAL DO CEARÁ - CEDRO","19/05/2009 17:27:04","CE","Cedro"
"IFCE","INSTITUTO FEDERAL DO CEARÁ CENTRO DE REFERÊNCIA QUIXERAMOBIM","13/06/2014 17:14:47","CE","Quixeramobim"
"null","INSTITUTO FEDERAL DO CEARÁ - CRATO","19/05/2009 17:29:16","CE","Crato"
"null","INSTITUTO FEDERAL DO CEARÁ - IGUATU","19/05/2009 17:32:05","CE","Iguatu"
"null","INSTITUTO FEDERAL DO CEARÁ - QUIXADÁ","19/05/2009 17:21:30","CE","Quixadá"
"IFES","Instituto Federal do Espírito Santo - Campus Alegre","05/03/2009 10:07:34","ES","Alegre"
"IFES","Instituto Federal do Espírito Santo - Campus Aracruz","15/05/2009 09:01:59","ES","Aracruz"
"IFES","INSTITUTO FEDERAL DO ESPÍRITO SANTO CAMPUS AVANÇADO VIANA","17/03/2014 19:05:08","ES","Viana"
"IFES","Instituto Federal do Espírito Santo - Campus Barra de São Francisco","12/09/2012 22:42:40","ES","Barra de São Francisco"
"IFES","Instituto Federal do Espírito Santo - Campus Cachoeiro de Itapemirim","05/03/2009 10:16:47","ES","Cachoeiro de Itapemirim"
"IFES","Instituto Federal do Espírito Santo - Campus Cariacica","05/03/2009 10:10:16","ES","Cariacica"
"IFES","Instituto Federal do Espírito Santo - Campus Centro Serrano","15/07/2011 17:01:58","ES","Santa Maria de Jetibá"
"IFES","Instituto Federal do Espírito Santo - Campus Colatina","05/03/2009 10:22:18","ES","Colatina"
"IFES","Instituto Federal do Espírito Santo - Campus Guarapari","18/06/2010 11:24:52","ES","Guarapari"
"IFES","Instituto Federal do Espírito Santo - Campus Ibatiba","11/01/2011 16:53:52","ES","Ibatiba"
"IFES","Instituto Federal do Espírito Santo - Campus Itapina","05/03/2009 10:19:25","ES","Colatina"
"IFES","Instituto Federal do Espírito Santo - Campus Linhares","15/05/2009 09:21:05","ES","Linhares"
"IFES","Instituto Federal do Espírito Santo - Campus Montanha","12/09/2012 22:30:49","ES","Montanha"
"IFES","Instituto Federal do Espírito Santo - Campus Nova Venécia","15/05/2009 09:11:57","ES","Nova Venécia"
"IFES","Instituto Federal do Espírito Santo - Campus Piúma","18/06/2010 11:29:32","ES","Piúma"
"IFES","Instituto Federal do Espírito Santo - Campus Santa Teresa","05/03/2009 10:30:15","ES","Santa Teresa"
"IFES","Instituto Federal do Espírito Santo - Campus São Mateus","05/03/2009 10:40:11","ES","São Mateus"
"IFES","Instituto Federal do Espírito Santo - Campus Serra","05/03/2009 10:44:51","ES","Serra"
"IFES","Instituto Federal do Espírito Santo - Campus Venda Nova do Imigrante","30/03/2010 14:57:06","ES","Venda Nova do Imigrante"
"IFES","Instituto Federal do Espírito Santo - Campus Vila Velha","24/03/2011 10:21:55","ES","Vila Velha"
"IFES","Instituto Federal do Espírito Santo - Campus Vitória","05/03/2009 09:52:37","ES","Vitória"
"IFES","INSTITUTO FEDERAL DO ESPIRITO SANTO - CENTRO DE REFERÊNCIA EM FORMAÇÃO E EM EDUCAÇÃO A DISTÂNCIA","28/08/2014 17:46:29","ES","Vitória"
"IFMA","Instituto Federal do Maranhão - Campus Açailândia","05/03/2009 11:30:06","MA","Açailândia"
"IFMA","Instituto Federal do Maranhão - Campus Alcântara","06/07/2010 16:16:25","MA","Alcântara"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS ARAIOSES","11/06/2014 14:35:38","MA","Araioses"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS AVANÇADO CAROLINA","10/06/2014 16:32:30","MA","Carolina"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS AVANÇADO PORTO FRANCO","10/06/2014 16:28:44","MA","Porto Franco"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS AVANÇADO ROSÁRIO","11/06/2014 14:31:10","MA","Rosário"
"IFMA","Instituto Federal do Maranhão - Campus Bacabal","21/04/2011 17:46:05","MA","Bacabal"
"IFMA","Instituto Federal do Maranhão - Campus Barra do Corda","23/03/2011 11:23:12","MA","Barra do Corda"
"IFMA","Instituto Federal do Maranhão - Campus Barreirinhas","22/03/2011 11:03:27","MA","Barreirinhas"
"IFMA","Instituto Federal do Maranhão - Campus Buriticupu","05/03/2009 11:24:03","MA","Buriticupu"
"IFMA","Instituto Federal do Maranhão - Campus Caxias","30/05/2011 17:43:47","MA","Caxias"
"IFMA","Instituto Federal do Maranhão - Campus Codó","05/03/2009 10:59:21","MA","Codó"
"IFMA","Instituto Federal do Maranhão - Campus Coelho Neto","05/04/2013 12:44:11","MA","Coelho Neto"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS GRAJAÚ","07/02/2014 15:42:30","MA","Grajaú"
"IFMA","Instituto Federal do Maranhão - Campus Imperatriz","05/03/2009 11:04:14","MA","Imperatriz"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS ITAPECURU MIRIM","10/06/2014 16:19:44","MA","Itapecuru Mirim"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS PEDREIRAS","07/02/2014 15:52:51","MA","Pedreiras"
"IFMA","Instituto Federal do Maranhão - Campus Pinheiro","13/05/2011 18:25:00","MA","Pinheiro"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS PRESIDENTE DUTRA","11/06/2014 14:40:03","MA","Presidente Dutra"
"IFMA","Instituto Federal do Maranhão - Campus Santa Inês","05/03/2009 11:32:39","MA","Santa Inês"
"IFMA","Instituto Federal do Maranhão - Campus São João dos Patos","22/03/2011 14:36:22","MA","São João dos Patos"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS SÃO JOSÉ DE RIBAMAR","11/06/2014 14:44:08","MA","São José de Ribamar"
"IFMA","Instituto Federal do Maranhão - Campus São Luís Centro Histórico","05/03/2009 11:26:57","MA","São Luís"
"IFMA","Instituto Federal do Maranhão - Campus São Luís Maracanã","05/03/2009 10:54:36","MA","São Luís"
"IFMA","Instituto Federal do Maranhão - Campus São Luís Monte Castelo","05/03/2009 10:51:58","MA","São Luís"
"IFMA","Instituto Federal do Maranhão - Campus São Raimundo das Mangabeiras","05/03/2009 11:21:20","MA","São Raimundo das Mangabeiras"
"IFMA","Instituto Federal do Maranhão - Campus Timon","30/05/2011 17:24:19","MA","Timon"
"IFMA","INSTITUTO FEDERAL DO MARANHÃO CAMPUS VIANA","10/06/2014 11:01:39","MA","Viana"
"IFMA","Instituto Federal do Maranhão - Campus Zé Doca","05/03/2009 11:14:57","MA","Zé Doca"
"IFMS","Instituto Federal do Mato Grosso do Sul - Campus Aquidauana","08/07/2010 12:11:12","MS","Aquidauana"
"IFMS","Instituto Federal do Mato Grosso do Sul - Campus Campo Grande","28/07/2009 18:23:06","MS","Campo Grande"
"IFMS","Instituto Federal do Mato Grosso do Sul - Campus Corumbá","17/09/2010 10:03:33","MS","Corumbá"
"IFMS","Instituto Federal do Mato Grosso do Sul - Campus Coxim","08/07/2010 12:11:58","MS","Coxim"
"IFMS","INSTITUTO FEDERAL DO MATO GROSSO DO SUL CAMPUS DOURADOS","29/07/2014 09:50:24","MS","Dourados"
"IFMS","INSTITUTO FEDERAL DO MATO GROSSO DO SUL CAMPUS JARDIM","29/07/2014 09:45:34","MS","Jardim"
"IFMS","INSTITUTO FEDERAL DO MATO GROSSO DO SUL CAMPUS NAVIRAÍ","29/07/2014 09:58:43","MS","Naviraí"
"IFMS","Instituto Federal do Mato Grosso do Sul - Campus Nova Andradina","24/02/2010 08:56:03","MS","Nova Andradina"
"IFMS","Instituto Federal do Mato Grosso do Sul - Campus Ponta Porã","08/07/2010 12:14:40","MS","Ponta Porã"
"IFMS","Instituto Federal do Mato Grosso do Sul - Campus Três Lagoas","08/07/2010 12:10:44","MS","Três Lagoas"
"null","INSTITUTO FEDERAL DO NORTE DE MINAS CAMPUS ARAÇUAÍ","16/04/2010 10:10:18","MG","Araçuaí"
"IFNMG","Instituto Federal do Norte de Minas Gerais - Campus Almenara","28/09/2010 11:24:35","MG","Almenara"
"IFNMG","Instituto Federal do Norte de Minas Gerais - Campus Araçuaí","15/04/2010 15:36:50","MG","Araçuaí"
"IFNMG","Instituto Federal do Norte de Minas Gerais - Campus Arinos","11/11/2009 14:35:53","MG","Arinos"
"IFNMG","INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CAMPUS AVANÇADO JANAÚBA","10/06/2014 17:52:13","MG","Janaúba"
"IFNMG","INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - campus avançado PORTEIRINHA","13/06/2014 10:52:54","MG","Porteirinha"
"IFNMG","INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CAMPUS DIAMANTINA","10/06/2014 17:20:17","MG","Diamantina"
"IFNMG","Instituto Federal do Norte de Minas Gerais - Campus Januária","05/03/2009 11:39:46","MG","Januária"
"IFNMG","Instituto Federal do Norte de Minas Gerais - Campus Montes Claros","28/09/2010 11:28:58","MG","Montes Claros"
"IFNMG","Instituto Federal do Norte de Minas Gerais - Campus Pirapora","28/09/2010 11:38:14","MG","Pirapora"
"IFNMG","Instituto Federal do Norte de Minas Gerais - Campus Salinas","05/03/2009 11:43:09","MG","Salinas"
"IFNMG","INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CAMPUS TEÓFILO OTONI","10/06/2014 12:11:17","MG","Teófilo Otoni"
"null","INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS CENTRO DE REFERÊNCIA BURITIS","02/07/2015 15:31:09","MG","Montes Claros"
"IFNMG","INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CENTRO DE REFERÊNCIA CORINTO","01/10/2014 17:03:39","MG","Corinto"
"IFNMG","INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CENTRO DE REFERÊNCIA EM EDUCAÇÃO A DISTÂNCIA","01/10/2014 17:27:29","MG","Montes Claros"
"IFPA","Instituto Federal dO PARÁ - Campus Abaetetuba","15/05/2009 10:21:43","PA","Abaetetuba"
"IFPA","Instituto Federal do Pará - Campus Altamira","05/03/2009 14:04:48","PA","Altamira"
"IFPA","INSTITUTO FEDERAL DO PARÁ CAMPUS ANANINDEUA","31/01/2014 15:21:01","PA","Ananindeua"
"IFPA","Instituto Federal do Pará - Campus Avançado Vigia","31/01/2014 16:33:52","PA","Vigia"
"IFPA","Instituto Federal do Pará - Campus Belém","05/03/2009 13:54:19","PA","Belém"
"IFPA","Instituto Federal do Pará - Campus Bragança","15/05/2009 10:29:26","PA","Bragança"
"IFPA","Instituto Federal do Pará - Campus Breves","30/06/2010 09:38:05","PA","Breves"
"null","INSTITUTO FEDERAL DO PARÁ CAMPUS BREVES","30/06/2010 10:15:53","PA","Breves"
"IFPA","INSTITUTO FEDERAL DO PARÁ CAMPUS CAMETÁ","26/03/2014 16:12:40","PA","Cametá"
"IFPA","Instituto Federal do Pará - Campus Castanhal","05/03/2009 13:57:30","PA","Castanhal"
"IFPA","Instituto Federal do Pará - Campus Conceição do Araguaia","15/05/2009 10:07:04","PA","Conceição do Araguaia"
"IFPA","Instituto Federal do Pará - Campus Itaituba","29/01/2010 12:45:43","PA","Itaituba"
"null","INSTITUTO FEDERAL DO PARÁ - CAMPUS ITAITUBA","12/02/2010 11:52:48","PA","Belém"
"IFPA","Instituto Federal do Pará - Campus Marabá Industrial","05/03/2009 14:15:45","PA","Marabá"
"IFPA","Instituto Federal do Pará - Campus Marabá Rural","05/03/2009 14:09:42","PA","Marabá"
"IFPA","Instituto Federal do Pará - Campus Óbidos","05/02/2014 11:16:02","PA","Óbidos"
"IFPA","INSTITUTO FEDERAL DO PARÁ CAMPUS PARAGOMINAS","26/03/2014 16:06:13","PA","Paragominas"
"IFPA","INSTITUTO FEDERAL DO PARÁ CAMPUS PARAUAPEBAS","31/01/2014 15:42:18","PA","Parauapebas"
"IFPA","Instituto Federal do Pará - Campus Santarém","29/01/2010 12:39:00","PA","Santarém"
"IFPA","Instituto Federal do Pará - Campus Tucuruí","05/03/2009 14:12:22","PA","Tucuruí"
"IFPR","Instituto Federal do Paraná - Campus Assis Chateaubriand","01/06/2010 17:10:41","PR","Assis Chateaubriand"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO ARAPONGAS","23/04/2019 15:20:41","PR","Arapongas"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO ASTORGA","27/01/2014 15:59:26","PR","Astorga"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO BANDEIRANTES","30/01/2014 10:46:47","PR","Bandeirantes"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO BARRACÃO","27/01/2014 16:07:42","PR","Barracão"
"IFPR","Instituto Federal do Paraná - Campus Avançado Coronel Vivida","27/01/2014 16:14:20","PR","Coronel Vivida"
"IFPR","INSTITUTO FEDERAL DO PARANÁ campus avançado goioerê","27/11/2014 09:39:34","PR","Goioerê"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO GOIOERÊ","17/04/2015 10:27:42","PR","Goioerê"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO GOIOERÊ","27/01/2014 16:20:25","PR","Cascavel"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO GUAÍRA","30/01/2014 10:50:22","PR","Guaíra"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO LAPA","27/01/2014 16:52:20","PR","Lapa"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO QUEDAS DO IGUAÇU","27/01/2014 17:14:27","PR","Quedas do Iguaçu"
"IFPR","Instituto Federal do Paraná - Campus Campo Largo","09/06/2010 14:38:15","PR","Campo Largo"
"IFPR","INSTITUTO FEDERAL DO PARANÁ CAMPUS CAPANEMA","27/03/2013 15:09:12","PR","Capanema"
"null","INSTITUTO FEDERAL DO PARANÁ CAMPUS CAPANEMA","27/01/2014 17:11:42","PR","Capanema"
"IFPR","Instituto Federal do Paraná - Campus Cascavel","03/06/2010 20:38:08","PR","Cascavel"
